file,bug,loc,bf,hcm
org::eclipse::mylyn::internal::wikitext::textile::core::phrase::SimpleTextilePhraseModifier,1,46,4,1.49003
org::eclipse::mylyn::internal::java::tasks::Messages,0,3,1,0
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CommentRule,0,51,1,0
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToEclipseHelpTask,0,77,6,1.49003
org::eclipse::mylyn::internal::tasks::ui::editors::TaskAttachmentDropListener,0,61,3,1.84703
org::eclipse::mylyn::internal::tasks::ui::actions::LinkWithEditorAction,0,8,7,7.353
org::eclipse::mylyn::internal::provisional::commons::ui::CommonColors,0,6,2,1.84703
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::TicketAttachmentLinkReplacementToken,0,9,1,0
org::eclipse::mylyn::internal::context::core::DegreeOfInterest,2,101,18,14.2579
org::eclipse::mylyn::internal::bugzilla::core::history::AttachmentEvent,0,120,6,8.32124
org::eclipse::mylyn::internal::web::tasks::ParameterEditorDialog,0,90,5,5.08708
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::PropertyNameRule,0,54,1,0
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupSourceViewerConfiguration,0,172,6,1.49003
org::eclipse::mylyn::internal::tasks::ui::actions::GoIntoAction,0,15,9,8.34194
org::eclipse::mylyn::internal::jira::core::model::filter::CustomFieldFilter,0,0,4,3.91697
org::eclipse::mylyn::zest::layouts::InvalidLayoutConfiguration,0,0,0,2.56087
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ParagraphBlock,1,57,4,1.49003
org::eclipse::mylyn::internal::examples::bugzilla::Main,0,42,3,2.38141
org::eclipse::mylyn::internal::tasks::core::TaskActivityManager,0,560,46,15.0666
org::eclipse::mylyn::internal::jira::core::model::filter::DateFilter,0,0,4,4.61199
org::eclipse::mylyn::internal::tasks::ui::actions::RemoveFromCategoryAction,0,18,24,16.9568
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::Messages,0,3,2,0
org::eclipse::mylyn::internal::sandbox::ui::planner::ActivityReportAction,0,21,3,3.39209
org::eclipse::mylyn::tasks::ui::wizards::NewWebTaskWizard,0,36,15,12.9897
org::eclipse::mylyn::internal::wikitext::confluence::core::token::HyperlinkReplacementToken,1,9,4,1.49003
org::eclipse::mylyn::internal::trac::core::model::TracTicketType,0,3,3,4.58293
org::eclipse::mylyn::internal::java::PackageExplorerManager,0,105,8,6.59724
org::eclipse::mylyn::internal::web::ui::WebImages,0,37,6,6.7028
org::eclipse::mylyn::internal::tasks::core::data::FileTaskAttachmentSource,0,47,4,3.37801
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterId,0,31,8,6.86009
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventUtil,0,20,5,5.41242
org::eclipse::mylyn::internal::tasks::ui::wizards::SelectRepositoryPage,0,123,32,23.6596
org::eclipse::mylyn::internal::tasks::ui::RefactorRepositoryUrlOperation,0,106,14,5.59876
org::eclipse::mylyn::team::ui::AbstractContextChangeSetManager,1,19,26,12.3984
org::eclipse::mylyn::internal::tasks::ui::commands::AbstractTaskHandler,1,12,4,4.63412
org::eclipse::mylyn::zest::layouts::algorithms::SpringLayoutAlgorithm,0,427,3,6.80219
org::eclipse::mylyn::zest::layouts::dataStructures::InternalNode,0,146,2,5.36391
org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountContentProvider,0,17,5,7.27101
org::eclipse::mylyn::internal::java::ui::search::JavaReadAccessProvider,0,12,3,3.17351
org::eclipse::mylyn::wikitext::core::parser::TableAttributes,0,48,4,1.49003
org::eclipse::mylyn::internal::context::ui::commands::Messages,0,3,1,0
org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountLabelProvider,0,30,3,3.95974
org::eclipse::mylyn::internal::context::ui::actions::ContextAttachAction,0,40,32,16.4607
org::eclipse::mylyn::internal::tasks::ui::wizards::NewTaskPage,0,8,10,8.68864
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlannerLabelProvider,0,92,7,4.88878
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskAttributeDiff,0,79,2,1.84703
org::eclipse::mylyn::internal::monitor::usage::ReportGenerator,0,84,5,4.83266
org::eclipse::mylyn::internal::trac::ui::wizard::Messages,0,3,1,0
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventComparator,0,9,3,3.95974
org::eclipse::mylyn::zest::core::widgets::internal::AligningBendpointLocator,0,92,0,1.45219
org::eclipse::mylyn::internal::trac::wiki::actions::OpenWikiPageAction,1,49,8,8.3403
org::eclipse::mylyn::zest::layouts::algorithms::internal::DynamicScreen,0,55,0,1.45219
org::eclipse::mylyn::internal::tasks::ui::actions::DeleteTaskEditorAction,0,8,2,3.33706
org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditorInput,0,64,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::search::Messages,0,3,3,0
org::eclipse::mylyn::internal::monitor::core::collection::DelegatingUsageCollector,0,39,5,5.41242
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReplacementTokenProcessor,0,6,3,1.49003
org::eclipse::mylyn::internal::bugzilla::core::GzipPostMethod,0,16,11,6.32077
org::eclipse::mylyn::internal::sandbox::ui::GroupedTaskListContentProvider,0,39,9,7.76934
org::eclipse::mylyn::internal::java::ui::editor::AutoFoldPreferenceBlock,0,79,12,11.7316
org::eclipse::mylyn::internal::wikitext::tracwiki::core::validation::TracWikiReferenceValidationRule,0,3,1,0
org::eclipse::mylyn::internal::xplanner::ui::wizard::ProjectsViewerContentProvider,0,106,1,0
org::eclipse::mylyn::internal::ide::ui::actions::FocusProjectExplorerAction,0,13,6,10.5192
org::eclipse::mylyn::wikitext::core::parser::markup::ContentState,0,75,6,1.49003
org::eclipse::mylyn::internal::bugzilla::ui::wizard::Messages,0,3,1,0
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleTaskActivationAction,0,41,14,7.61115
org::eclipse::mylyn::internal::jira::ui::JiraTaskEditor,0,326,7,5.38371
org::eclipse::mylyn::internal::wikitext::core::util::XML11Char,0,33,2,1.49003
org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskEditorFactory,0,37,3,1.84703
org::eclipse::mylyn::internal::tasks::ui::commands::SubmitTaskHandler,0,13,2,1.84703
org::eclipse::mylyn::internal::jira::core::service::web::JiraWebSession,1,164,30,20.2837
org::eclipse::mylyn::zest::tests::swt::GraphSnippet6,0,33,1,0
org::eclipse::mylyn::internal::trac::core::model::TracTicketStatus,0,3,3,4.58293
org::eclipse::mylyn::internal::sandbox::ui::planner::PlannedTasksContentProvider,0,32,4,4.17741
org::eclipse::mylyn::internal::commons::ui::TaskListImageDescriptor,0,32,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAutomaticallyAction,0,11,7,8.85527
org::eclipse::mylyn::internal::trac::core::client::AbstractWikiHandler,0,0,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::commands::CollapseAllHandler,0,8,2,1.84703
org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::OutlineDropTargetListener,1,114,1,0
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskDataDiff,0,105,7,3.37801
org::eclipse::mylyn::internal::jira::core::model::Component,0,17,6,7.51529
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::TicketLinkReplacementToken,0,9,1,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::BulletAnnotation,0,7,3,1.49003
org::eclipse::mylyn::internal::xplanner::core::DebugManager,0,18,1,0
org::eclipse::mylyn::internal::tasks::ui::views::TaskListDropAdapter,0,173,69,28.6495
org::eclipse::mylyn::internal::team::ui::actions::OpenCorrespondingTaskAction,0,164,41,24.5718
org::eclipse::mylyn::internal::commons::net::ProgressMonitorInputStream,0,53,2,1.84703
org::eclipse::mylyn::internal::context::ui::FocusedViewerManager,2,152,30,21.4408
org::eclipse::mylyn::tasks::ui::wizards::AbstractRepositoryQueryPage,0,87,16,5.28363
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaUiBridge,0,80,22,15.6556
org::eclipse::mylyn::internal::commons::net::TimeoutOutputStream,0,192,1,0
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaTypeProposalComputer,0,11,5,4.70448
org::eclipse::mylyn::internal::commons::net::CloneableHostConfiguration,0,19,2,1.84703
org::eclipse::mylyn::java::tests::xml::XmlResultUpdaterSearchListener,0,66,16,16.269
org::eclipse::mylyn::tasks::core::sync::SubmitJobListener,0,0,4,4.74807
org::eclipse::mylyn::internal::tasklist::ui::views::ImageTableCellEditor,0,116,2,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteUser,0,70,7,5.94514
org::xplanner::soap::IterationData,0,186,4,6.45512
org::eclipse::mylyn::internal::bugzilla::ui::editor::KeywordsDialog,0,98,4,4.42588
org::eclipse::mylyn::internal::bugs::OpenBugzillaReportJob,0,15,2,0
org::eclipse::mylyn::tasks::ui::editors::AbstractAttributeEditor,0,84,11,5.64478
org::eclipse::mylyn::internal::team::ui::preferences::FocusedTeamPreferencePage,0,81,11,7.23028
org::eclipse::mylyn::internal::wikitext::ui::editor::HeadingProjectionAnnotation,0,6,1,0
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaSearchHandler,0,14,3,1.84703
org::eclipse::mylyn::internal::provisional::commons::ui::DatePicker,0,149,8,6.16509
org::eclipse::mylyn::internal::monitor::usage::editors::UsageEditorPart,0,190,14,15.3663
org::eclipse::mylyn::internal::provisional::commons::ui::DatePickerPanel,0,115,2,1.84703
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPage,12,829,72,8.88046
org::eclipse::mylyn::tasks::ui::editors::AbstractRenderingEngine,0,0,5,4.6171
org::eclipse::mylyn::team::ui::AbstractCommitTemplateVariable,0,16,8,6.92615
org::eclipse::mylyn::internal::tasks::ui::actions::NewTaskFromSelectionAction,0,99,12,9.62849
org::eclipse::mylyn::internal::wikitext::ui::viewer::Messages,1,9,1,0
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterPriority,0,21,8,7.52371
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPageFactory,0,12,4,4.85769
org::eclipse::mylyn::internal::tasks::ui::PlanningPerspectiveFactory,0,38,12,8.34964
org::eclipse::mylyn::internal::trac::core::TracCorePlugin,0,55,17,16.7724
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::HeadingBlock,0,31,4,1.49003
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::MilestoneLinkReplacementToken,0,9,1,0
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupProjectionViewer,0,26,1,0
org::eclipse::mylyn::internal::bugzilla::ui::editor::FlagAttributeEditor,0,129,3,0
org::eclipse::mylyn::internal::tasks::ui::dialogs::TaskCompareDialog,0,169,2,0
org::eclipse::mylyn::internal::xplanner::core::service::exceptions::ServiceUnavailableException,0,3,1,0
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToDitaTask,0,227,3,0
org::eclipse::mylyn::internal::ide::ui::actions::FocusProblemsListAction,0,3,12,11.771
org::eclipse::mylyn::internal::jira::core::service::JiraRemoteException,0,3,4,5.9125
org::eclipse::mylyn::internal::java::tasks::NewTaskFromJunitResultViewAction,0,43,4,3.00608
org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::SimplePhraseModifier,0,3,2,1.49003
org::eclipse::mylyn::internal::ide::ant::AntContextLabelProvider,0,13,7,6.11627
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivitySorter,0,54,5,4.17741
org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::MediaWikiMarkupTaskEditorExtension,0,3,2,0
org::eclipse::mylyn::internal::java::ui::editor::MylarJavaElementDescriptor,0,34,1,0
org::eclipse::mylyn::internal::sandbox::ui::EclipseTaskRepositoryLinkProvider,0,12,1,0
org::eclipse::mylyn::tasks::core::TaskActivityAdapter,0,4,6,5.57512
org::eclipse::mylyn::internal::trac::ui::wizard::TracFilterQueryPage,0,164,5,4.0537
org::eclipse::mylyn::commons::core::StatusHandler,0,39,7,6.31013
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaVotesEditor,0,57,3,3.37801
org::eclipse::mylyn::internal::trac::wiki::TracWikiPlugin,0,13,3,3.37801
org::eclipse::mylyn::internal::jira::ui::wizards::JiraRepositorySettingsPage,0,292,44,30.0505
org::eclipse::mylyn::tasks::core::AbstractQueryHit,0,109,17,12.2615
org::eclipse::mylyn::internal::java::ui::actions::FocusBrowsingPerspectiveAction,0,71,12,11.6905
org::eclipse::mylyn::internal::wikitext::twiki::core::block::DefinitionListBlock,0,40,3,0.891381
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteProjectRoleActors,0,49,7,5.94514
org::eclipse::mylyn::internal::monitor::reports::ui::actions::EclipseUsageSummaryAction,0,68,13,15.8896
org::eclipse::mylyn::zest::core::viewers::internal::GraphModelFactory,0,96,0,2.91015
org::eclipse::mylyn::internal::commons::ui::CompositeElementImageDescriptor,0,29,2,1.84703
org::eclipse::mylyn::internal::commons::net::TimeoutInputStream,0,205,1,0
org::eclipse::mylyn::wikitext::core::WikiText,0,20,2,0
org::eclipse::mylyn::internal::tasks::ui::wizards::NewTaskWizard,1,3,12,10.053
org::eclipse::mylyn::wikitext::core::validation::ValidationProblem,0,77,6,2.38141
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermissionScheme,0,55,7,5.94514
org::eclipse::mylyn::internal::tasks::ui::actions::ShowTasksUiLegendAction,1,21,2,1.84703
org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaReportWizard,0,18,5,2.59751
org::eclipse::mylyn::internal::tasks::ui::TaskActivityMonitor,0,71,17,8.4865
org::eclipse::mylyn::internal::monitor::usage::wizards::NewUsageSummaryEditorWizard,0,34,7,8.02848
org::eclipse::mylyn::internal::bugzilla::ui::action::Messages,0,3,2,0
org::eclipse::mylyn::wikitext::core::parser::builder::AbstractXmlDocumentBuilder,0,51,3,1.49003
org::eclipse::mylyn::internal::tasks::ui::actions::OpenRepositoryTaskAction,0,64,1,0
org::eclipse::mylyn::internal::sandbox::dev::properties::MylynPropertiesSourceAdapterFactory,0,18,4,4.78404
org::eclipse::mylyn::internal::monitor::reports::preferences::UiUsageReportsPreferencePage,0,71,4,5.86159
org::eclipse::mylyn::internal::tasks::ui::views::TaskTableLabelProvider,0,47,12,9.06586
org::eclipse::mylyn::wikitext::core::parser::markup::token::LiteralReplacementTokenProcessor,0,6,3,1.49003
org::eclipse::mylyn::internal::xplanner::core::XPlannerClientManager,0,173,1,0
org::eclipse::mylyn::internal::wikitext::confluence::validation::ConfluenceReferenceValidationRule,0,3,1,0
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleFilter,0,3,0,1.45219
org::eclipse::mylyn::internal::trac::core::model::TracTicketResolution,0,3,3,4.58293
org::eclipse::mylyn::commons::net::WebLocation,0,15,2,1.84703
org::eclipse::mylyn::internal::xplanner::ui::XPlannerImages,1,34,1,0
org::eclipse::mylyn::internal::jira::ui::editor::DateTimeAttributeEditor,0,42,3,1.84703
org::eclipse::mylyn::internal::tasks::ui::wizards::NewAttachmentWizardDialog,0,20,13,14.1427
org::eclipse::mylyn::zest::core::viewers::internal::SharedMessages,0,0,0,1.45219
org::eclipse::mylyn::wikitext::core::parser::markup::IdGenerationStrategy,0,0,1,0
org::eclipse::mylyn::internal::tasks::ui::views::TaskListContentProvider,1,140,47,27.6351
org::eclipse::mylyn::internal::tasks::ui::actions::Messages,1,3,7,0
org::eclipse::mylyn::internal::provisional::commons::ui::CommonImages,2,121,9,8.12841
org::eclipse::mylyn::internal::tasks::ui::util::TasksUiMenus,0,95,6,3.37801
org::eclipse::mylyn::zest::layouts::algorithms::AbstractLayoutAlgorithm,0,569,7,14.8451
org::eclipse::mylyn::tasks::ui::TasksUiUtil,0,253,88,29.4262
org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityView,0,316,15,5.57512
org::eclipse::mylyn::internal::tasks::ui::util::TaskListSaveManager,0,164,27,15.5471
org::eclipse::mylyn::internal::context::ui::actions::ToggleDecorateInterestLevelAction,0,18,10,11.6328
org::eclipse::mylyn::tasks::ui::TaskListDataMigration,0,184,4,3.95726
org::eclipse::mylyn::internal::tasks::core::AbstractTaskContainer,0,87,7,4.17741
org::eclipse::mylyn::internal::tasks::ui::commands::ViewSourceHandler,0,46,3,0
org::eclipse::mylyn::context::core::AbstractContextListener,0,16,4,4.92306
org::eclipse::mylyn::internal::sandbox::ui::planner::RemoveTaskAction,0,15,4,4.10346
org::eclipse::mylyn::zest::layouts::dataStructures::DisplayIndependentDimension,0,7,0,1.45219
org::eclipse::mylyn::internal::wikitext::ui::editor::operations::AbstractDocumentCommand,0,24,1,0
org::eclipse::mylyn::internal::provisional::commons::ui::DelayedRefreshJob,0,47,7,4.92306
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteAuthenticationException,0,40,7,5.94514
org::eclipse::mylyn::zest::tests::swt::GraphSnippet5,0,85,1,0
org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::ConfluenceMarkupTaskEditorExtension,0,3,2,0
org::eclipse::mylyn::zest::core::widgets::GraphContainer,0,12,16,3.39585
org::eclipse::mylyn::internal::wikitext::ui::properties::ProjectPropertyPage,2,77,3,0
org::eclipse::mylyn::internal::monitor::monitors::SelectionMonitor,0,106,5,3.62109
org::eclipse::mylyn::internal::java::ui::JavaStackTraceHyperlinkAdapter,0,105,3,1.3675
org::eclipse::mylyn::internal::sandbox::ui::views::ActiveViewDropAdapter,0,22,2,1.84703
org::eclipse::mylyn::wikitext::core::parser::markup::MarkupLanguageConfiguration,0,77,2,0
org::eclipse::mylyn::internal::context::ui::wizards::ContextAttachWizard,0,16,10,7.5628
org::eclipse::mylyn::internal::commons::ui::CompositeContainerImageDescriptor,0,28,2,1.84703
org::eclipse::mylyn::internal::java::ui::JavaDeclarationsFilter,0,3,3,3.95974
org::eclipse::mylyn::internal::tasks::ui::util::TasksUiExtensionReader,1,293,46,27.4251
org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerQueryWizard,0,55,1,0
org::eclipse::mylyn::internal::bugzilla::core::RepositoryConfiguration,2,462,30,13.2779
org::eclipse::mylyn::internal::sandbox::ui::editors::ExtensibleBugzillaTaskEditorPageFactory,0,10,3,1.84703
org::eclipse::mylyn::internal::tasks::ui::util::TasksUiInternal,1,672,55,8.36649
org::eclipse::mylyn::internal::tasks::ui::actions::OpenTasksUiPreferencesAction,0,11,6,5.9125
org::eclipse::mylyn::internal::help::ui::anttask::MediaWikiImageFetcher,0,96,4,3.33706
org::eclipse::mylyn::zest::layouts::exampleUses::SimpleSWTExample,0,448,5,9.88815
org::eclipse::mylyn::internal::tasks::ui::workingsets::Messages,0,3,2,0
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternLiteralReplacementToken,0,13,3,1.49003
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::ValidationProblemAnnotation,0,16,3,1.49003
org::eclipse::mylyn::internal::tasks::ui::Messages,2,3,3,0
org::eclipse::mylyn::internal::tasks::ui::editors::TaskAttachmentEditorInput,0,22,5,4.92306
org::eclipse::mylyn::internal::commons::core::ErrorReporterManager,1,72,8,6.31013
org::eclipse::mylyn::internal::context::ui::wizards::ContextRetrieveWizardPage,0,116,15,8.07677
org::eclipse::mylyn::internal::ide::ui::MarkerViewLabelProvider,0,54,14,15.5371
org::eclipse::mylyn::internal::jira::core::model::filter::Order,0,13,4,4.58293
org::eclipse::mylyn::internal::context::core::InteractionContextManager,2,989,52,20.1106
org::eclipse::mylyn::internal::jira::core::wsdl::soap::JiraSoapServiceServiceLocator,0,53,6,4.65476
org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::HeadingBlock,0,35,4,1.49003
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::ResourceHyperlinkExtensionReader,1,32,2,1.84703
org::eclipse::mylyn::internal::java::ui::editor::Messages,0,3,1,0
org::eclipse::mylyn::zest::core::widgets::GraphItem,0,14,4,6.37824
org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityViewContentProvider,0,46,6,4.7898
org::eclipse::mylyn::internal::tasks::ui::search::RepositorySearchResult,0,27,7,4.53451
org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryUi,2,101,1,0
org::eclipse::mylyn::wikitext::confluence::core::ConfluenceLanguage,1,74,6,1.49003
org::eclipse::mylyn::internal::jira::core::service::JiraServiceUnavailableException,0,3,6,5.24655
org::xplanner::soap::UserStoryData,0,171,4,6.45512
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::PropertyValueRule,0,54,1,0
org::eclipse::mylyn::internal::jira::core::html::SubstitutionTextReader,0,78,2,0
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::PreferenceInitializer,0,5,3,2.38141
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermissionMapping,0,65,7,5.94514
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitMainTab,0,52,9,5.25012
org::eclipse::mylyn::java::tests::search::WorkspaceSetupHelper,0,89,11,16.8316
org::eclipse::mylyn::wikitext::core::validation::ValidationRule,0,26,3,1.49003
org::eclipse::mylyn::internal::bugzilla::core::internal::FavoritesFile,0,104,1,0
org::eclipse::mylyn::internal::trac::core::TracRepositoryConnector,1,452,75,31.8183
org::eclipse::mylyn::internal::tasks::ui::editors::TraverseOnTabKeyListener,0,6,2,1.84703
org::eclipse::mylyn::internal::context::ui::ContextWorkingSetManager,0,65,9,8.94961
org::eclipse::mylyn::internal::jira::core::model::filter::TextFilter,0,6,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::actions::CopyTaskDetailsAction,0,45,34,19.6657
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::JavaResourceHyperlinkExtension,0,9,3,3.33706
org::eclipse::mylyn::internal::web::ui::AbstractWebContextProvider,0,0,2,3.17351
org::eclipse::mylyn::zest::tests::swt::NestedGraphSnippet2,0,60,1,0
org::eclipse::mylyn::internal::context::ui::commands::AbstractTaskAttachmentCommandHandler,0,4,2,1.84703
org::eclipse::mylyn::jira::tests::util::MockJiraClient,0,164,5,3.0367
org::eclipse::mylyn::internal::jira::core::model::WebServerInfo,0,20,4,3.83243
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataExportWizard,0,45,27,16.5311
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorAttributePart,1,201,21,9.66489
org::eclipse::mylyn::internal::trac::core::model::TracTicket,0,114,11,12.3306
org::eclipse::mylyn::internal::sandbox::dev::properties::TaskRepositoryPropertiesSource,0,30,4,4.52937
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::MarkupTokenScanner,1,252,8,3.33706
org::eclipse::mylyn::internal::tasks::ui::actions::ClearOutgoingAction,0,49,23,13.4176
org::eclipse::mylyn::internal::jira::core::model::SecurityLevel,0,14,5,4.56874
org::eclipse::mylyn::internal::tasks::core::data::TaskDataStateWriter,0,83,4,4.88878
org::eclipse::mylyn::monitor::ui::AbstractCommandMonitor,0,33,12,10.2323
org::eclipse::mylyn::internal::wikitext::ui::editor::help::HelpContent,1,85,5,1.49003
org::eclipse::mylyn::internal::tasks::ui::wizards::SelectRepositoryConnectorPage,4,41,4,1.84703
org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListContentProvider,0,3,3,2.75087
org::eclipse::mylyn::internal::provisional::commons::ui::CommonFonts,0,47,7,2.03595
org::eclipse::mylyn::internal::team::ui::properties::ProjectTeamPage,0,149,7,4.50603
org::eclipse::mylyn::internal::tasks::bugs::TaskErrorReporter,0,50,12,5.63443
org::eclipse::mylyn::internal::monitor::usage::wizards::UsageFileSelectionWizardPage,0,111,12,11.7194
org::eclipse::mylyn::internal::trac::core::client::InvalidTicketException,0,2,2,1.84703
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeTasksJob,0,167,29,7.8108
org::eclipse::mylyn::internal::tasks::ui::editors::HighlightingHyperlinkTextPresentationManager,0,3,1,0
org::eclipse::mylyn::internal::jira::core::model::filter::ResolutionFilter,0,14,4,4.58293
org::eclipse::mylyn::internal::tasks::ui::OfflineFileStorage,0,510,18,11.6412
org::eclipse::mylyn::internal::wikitext::mediawiki::core::validation::CommentValidationRule,0,16,1,0
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupEditorActionBarContributor,0,0,2,1.49003
org::eclipse::mylyn::internal::java::ui::TypeHistoryManager,0,55,13,11.0715
org::eclipse::mylyn::tasks::ui::editors::AttributeEditorToolkit,0,110,16,8.88046
org::eclipse::mylyn::wikitext::core::parser::TableCellAttributes,0,30,4,1.49003
org::eclipse::mylyn::wikitext::core::validation::MarkupValidator,0,28,6,2.38141
org::eclipse::mylyn::internal::context::ui::UiUtil,2,19,16,14.9292
org::eclipse::mylyn::java::tests::search::ActiveSearchNotifier,0,40,15,20.7673
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaNoTypeProposalComputer,0,14,4,4.70448
org::eclipse::mylyn::internal::wikitext::ui::editor::operations::MoveSectionsCommand,1,112,1,0
org::eclipse::mylyn::internal::monitor::usage::InteractionEventObfuscator,0,45,8,9.66678
org::eclipse::mylyn::internal::sandbox::bridge::bugs::Util,0,125,13,14.3434
org::eclipse::mylyn::internal::wikitext::textile::core::Textile,0,75,3,1.49003
org::eclipse::mylyn::zest::layouts::algorithms::GridLayoutAlgorithm,0,147,1,6.25643
org::eclipse::mylyn::internal::trac::core::TracTaskMapper,0,17,4,3.83471
org::eclipse::mylyn::zest::core::widgets::Graph,0,551,29,8.7128
org::eclipse::mylyn::internal::wikitext::confluence::core::block::HeadingBlock,0,40,3,1.49003
org::eclipse::mylyn::internal::bugzilla::core::history::TaskHistory,0,69,7,7.66451
org::eclipse::mylyn::internal::java::tasks::JavaStackTraceFileHyperlink,0,161,3,0
org::eclipse::mylyn::internal::pde::ui::junit::TaskContextPdeJUnitLaunchConfiguration,0,14,10,6.00895
org::eclipse::mylyn::internal::context::ui::wizards::ContextAttachWizardPage,0,39,10,6.03182
org::eclipse::mylyn::internal::monitor::reports::ui::actions::FocusedUiUserAnalysisAction,0,38,9,8.92203
org::eclipse::mylyn::tasks::core::data::TaskRelation,0,47,4,4.72107
org::eclipse::mylyn::internal::tasks::ui::views::UpdateRepositoryConfigurationAction,0,50,6,4.10346
org::eclipse::mylyn::internal::trac::core::client::TracWebClient,0,553,8,3.83471
org::eclipse::mylyn::internal::tasks::ui::actions::OpenWithBrowserAction,0,28,21,16.988
org::eclipse::mylyn::internal::tasks::ui::editors::DateAttributeEditor,2,105,22,11.7859
org::eclipse::mylyn::internal::jira::core::model::Messages,0,2,1,0
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingStrategy,0,0,2,1.49003
org::eclipse::mylyn::zest::tests::swt::GraphSnippet4,0,53,2,0.903836
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaConnectorUi,0,131,23,9.5246
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteCustomFieldValue,0,76,7,5.94514
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssClient,0,98,8,3.82368
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryLocation,0,25,16,10.259
org::xplanner::soap::TaskData,0,168,4,6.45512
org::eclipse::mylyn::internal::monitor::core::collection::ViewUsageCollector,0,103,6,6.7028
org::eclipse::mylyn::internal::commons::net::TrustAllTrustManager,0,9,2,1.84703
org::eclipse::mylyn::internal::java::ui::search::XmlActiveSearchUpdater,0,61,7,6.72981
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitTabGroup,0,9,3,3.17351
