"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","bug","loc","bf","hcm"
"233",1.09861228866811,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,3.68887945411394,0,3.89182029811063,4.67282883446191,0,0,0,0,3.17805383034795,0,4.31748811353631,0,1.09861228866811,0,0,1.38629436111989,0,3.25809653802148,1,1.5526
"234",0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,1,0
"235",0,0,4.53259949315326,1.79175946922805,0,3.91202300542815,2.19722457733622,3.29583686600433,0,3.2188758248682,3.95124371858143,0,1.09861228866811,0,0,0,4.23410650459726,2.77258872223978,1.09861228866811,0,2.94443897916644,0,2.07944154167984,0,2.99573227355399,7.14124512235049,1.6094379124341,0,0,4.17438726989564,2,5.53338948872752,4,5.08544
"236",0,0,0,0,2.39789527279837,0,0,0.693147180559945,0,0,0,0,0,5.12989871492307,0,1.94591014905531,4.00733318523247,0,0,0,0,0,0,0,0,0.693147180559945,3.29583686600433,5.12989871492307,4.06044301054642,0.693147180559945,1,4.85981240436167,6,12.9885
"237",0,1.09861228866811,0,0,0,0,0,3.17805383034795,0,1.09861228866811,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,4.97673374242057,0,0,1,4.20469261939097,3,6.16292
"238",0,0,0,3.09104245335832,0,0,0,1.6094379124341,0,0,0,1.79175946922805,0,5.78996017089725,0,0,1.79175946922805,0,0,0,0,0,0.693147180559945,0,0,0,4.02535169073515,0,3.68887945411394,0,1,4.77068462446567,4,3.68818
"239",0.693147180559945,0,0,1.6094379124341,0,4.38202663467388,0,0,0,0,0,2.56494935746154,2.484906649788,0,0,0,0,0,0,5.2257466737132,5.14166355650266,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,1,2.484906649788,4,8.82648
"240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,5.12989871492307,0,0,0,0.693147180559945,0,3.09104245335832,1,1.5526
"241",0,0,0,0,0,0,0.693147180559945,3.43398720448515,0,0.693147180559945,0,4.17438726989564,0,5.2257466737132,0,2.63905732961526,2.30258509299405,0,0,0,0,0.693147180559945,0,0,0,0,0,0,5.02388052084628,0,2,4.96284463025991,1,0
"242",4.91998092582813,0,5.64897423816121,0,5.34710753071747,3.09104245335832,0,4.0943445622221,0,6.24610676548156,5.5683445037611,0,0,0,0,2.07944154167984,4.36944785246702,4.63472898822964,4.26267987704132,0,2.484906649788,0,5.92692602597041,0,0,7.9208096792886,0,0,6.19847871649231,0,3,6.94889722231331,18,20.3646
"243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0.693147180559945,0,0,3.04452243772342,4.0943445622221,3.13549421592915,0,3.3322045101752,0,0,0,3.13549421592915,3,6.22636
"244",0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0.693147180559945,3.80666248977032,0,2.07944154167984,1.94591014905531,0,6.65157187358973,1.79175946922805,0,0,0,0,0,0,0,0,0,1,4.87519732320115,3,6.87477
"245",0,0,0,0,0,4.39444915467244,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.77258872223978,1,0
"246",0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,4.21950770517611,0,0,0,0,0.693147180559945,0,0,0,5.06259503302697,0,0,0,0,0,0,2.56494935746154,0,0,2.39789527279837,0.693147180559945,1,3.63758615972639,2,3.24068
"247",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,2.63905732961526,0,4.77068462446567,0,0,0,0,0.693147180559945,0,0,0,0,0,4.17438726989564,0,0,0,3.2188758248682,2,4.04276
"248",0,0,4.31748811353631,0,0,2.39789527279837,0,0,0,0,0,0,4.68213122712422,0,5.41610040220442,0,1.79175946922805,0,5.06259503302697,3.43398720448515,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,4.60517018598809,1,3.36934
"249",0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,1,0
"250",0,1.6094379124341,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"251",0,0,0,0,4.58496747867057,1.09861228866811,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,3.87120101090789,0,0,0,0,1.6094379124341,3.58351893845611,0,5.52545293913178,0,1,4.74493212836325,13,16.3188
"252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1,0
"253",0,0,0,0,0,4.70048036579242,1.6094379124341,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,3.29583686600433,1,0
"254",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,4.04305126783455,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,2.89037175789616,3,6.42741
"255",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,5.0998664278242,0,0,0,0,2.70805020110221,2.39789527279837,0,3.43398720448515,0,3.36934
"256",0,0,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,4.71849887129509,0,0,0.693147180559945,0,0,0,0,2.56494935746154,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,5.19849703126583,1,4.00733318523247,2,4.65896
"257",1.09861228866811,0,4.35670882668959,0,0,0,4.0943445622221,5.6937321388027,0,5.605802066296,1.6094379124341,0,0,0,1.38629436111989,0,0,6.50128967054039,6.66057514983969,0,0,0,0.693147180559945,1.09861228866811,4.44265125649032,0.693147180559945,0,0,0,0,0,6.05208916892442,18,14.3621
"258",3.25809653802148,0,2.83321334405622,1.6094379124341,6.4425401664682,0,0,0,0,5.19849703126583,3.93182563272433,0,0,0,0,0,3.13549421592915,0,0,0,0,0,2.19722457733622,0,0,3.04452243772342,0,0.693147180559945,4.11087386417331,0,1,4.74493212836325,4,5.64169
"259",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,4.70048036579242,0,6.50279004591562,0,0,0,0,0,2.99573227355399,0,0,6.34035930372775,0,0,0,0,0,4.97673374242057,4,5.67634
"260",0,6.21660610108486,0,0.693147180559945,0,0,0,0,1.94591014905531,0,0,0,2.19722457733622,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,2.484906649788,0,2.83321334405622,3,2.28372
"261",0,0,0,0,0,1.79175946922805,1.79175946922805,3.73766961828337,0,0,0,0,0,4.74493212836325,0,0,0,0,0,0,4.27666611901606,0,0,0,1.09861228866811,2.07944154167984,3.29583686600433,6.07073772800249,2.89037175789616,0,1,5.07517381523383,16,17.541
"262",0,0,0,0,0,0,0,3.98898404656427,0,3.49650756146648,3.29583686600433,3.93182563272433,1.09861228866811,1.94591014905531,7.30854279753919,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,5.55295958492162,5,9.68165
"263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0.693147180559945,2.30258509299405,2.77258872223978,5.49306144334055,0,0,1,4.46590811865458,3,4.27148
"264",0,0,0,0,1.09861228866811,0,0,0,0,2.19722457733622,0,0,2.83321334405622,1.09861228866811,3.78418963391826,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,6.06378520868761,1,3.87120101090789,1,6.81721
"265",0,0,0,0,0.693147180559945,0,0,4.969813299576,0,4.80402104473326,0,0,0,0,5.28320372873799,0,5.26269018890489,6.03548143252476,0,0,1.38629436111989,0,2.07944154167984,0,1.09861228866811,6.67076632084587,0,4.70953020131233,0,0,3,5.90808293816893,5,7.23456
"266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62497281328427,0,0,0,5.86078622346587,2.19722457733622,0,0,0,0,0,1,3.36729582998647,1,4.35837
"267",0,0,4.72738781871234,0,0,3.3322045101752,1.38629436111989,0,0,2.56494935746154,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,3.49650756146648,0,0,0,2.484906649788,1,3.46573590279973,0,6.12239
"268",0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"269",0,0,0,0,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1,0
"270",0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,1.79175946922805,0,0,3.8286413964891,0,0,0,0,0,5.56452040732269,0,0,0,1.6094379124341,0,0,0,0,0,4.04305126783455,1,0
"271",0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,2.70805020110221,0,0,0,0,0,0,4.94875989037817,0,0,0,0,3.09104245335832,0,4.0943445622221,1.38629436111989,0.693147180559945,0,0,0,0,4.55387689160054,4,4.53581
"272",0,0,0.693147180559945,0,0,0,0,4.77068462446567,0,0.693147180559945,1.94591014905531,0,0,2.484906649788,0,0,2.30258509299405,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.94591014905531,2.30258509299405,0,1.09861228866811,0,0,3.36729582998647,0,0
"273",0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"274",6.49526555593701,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,2.19722457733622,0.693147180559945,0,0,0,0,0,2.19722457733622,0,0,0,5.00394630594546,8,9.10093
"275",0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"276",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1.6094379124341,4.57471097850338,0,0,0.693147180559945,0,3.25809653802148,2,1.03146
"277",0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0.693147180559945,0,0,0,1.6094379124341,0,0,4.57471097850338,0,0,1,3.46573590279973,1,7.55094
"278",0,0,0,0,7.28138566357028,0,0,1.09861228866811,0.693147180559945,0,1.09861228866811,0,0,5.20948615284142,4.14313472639153,0,0,0,0,0,5.08759633523238,0,0,0,0,0,6.74170069465205,0,6.67708346124714,0,8,6.55961523749324,46,30.7015
"279",1.09861228866811,5.88610403145016,0,0.693147180559945,0,0,0.693147180559945,0,1.79175946922805,3.80666248977032,0,0,0,1.6094379124341,2.94443897916644,5.71702770140622,0,0,3.55534806148941,0,0,0,0,2.19722457733622,3.2188758248682,2.94443897916644,1.09861228866811,0,0,0,0,5.18178355029209,4,2.95723
"280",0.693147180559945,4.57471097850338,0,2.89037175789616,0,3.17805383034795,0,0.693147180559945,0,0,0,4.51085950651685,1.6094379124341,0,0.693147180559945,1.09861228866811,0,0,0,0,2.484906649788,3.61091791264422,1.94591014905531,0,0.693147180559945,0,0,0,0.693147180559945,0,1,2.63905732961526,3,7.35911
"281",0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"282",0,0,2.94443897916644,0,0,0,0,1.6094379124341,0,0,5.51745289646471,0,1.79175946922805,0,1.09861228866811,0,0,0,0,0,5.97635090929793,0.693147180559945,0,0,1.6094379124341,2.30258509299405,0,3.63758615972639,2.30258509299405,4.49980967033027,4,5.23110861685459,7,9.22487
"283",0,0,0,0,0,0,0,0,1.09861228866811,3.17805383034795,0,0.693147180559945,0,0,0,0,1.79175946922805,0,1.38629436111989,0,3.46573590279973,0,0,3.40119738166216,4.93447393313069,0,0,1.09861228866811,0,0,0,4.27666611901606,2,4.83075
"284",2.89037175789616,0,1.6094379124341,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0.693147180559945,6.4118182677099,0,0,0,3.58351893845611,0,0,1,4.81218435537242,9,14.9282
"285",0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,0,0,0,0,0,0,0,2.484906649788,1,1.27192
"286",0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,2.19722457733622,0,0.693147180559945,0,3.2188758248682,0,0,1,2.56494935746154,1,0
"287",0,0,0,0,0,0,0,0,0,2.30258509299405,0,4.20469261939097,0,0,4.52178857704904,0,0.693147180559945,0,2.83321334405622,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,1.38629436111989,0,4.56434819146784,1,1.80545
"288",0,0,3.85014760171006,0,0,0,1.38629436111989,0,0,0.693147180559945,1.09861228866811,0,4.07753744390572,0,3.78418963391826,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,6.89972310728487,2,3.68887945411394,5,9.77668
"289",0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"290",0.693147180559945,0,0.693147180559945,0,0,0,0,4.24849524204936,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,2.89037175789616,0,2.19722457733622,3.85014760171006,0,0,0,0,0,0,2,6.45874
"291",0,0,0,0,3.17805383034795,4.48863636973214,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,1,0
"292",0,0,0,1.09861228866811,0,3.2188758248682,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,1.6094379124341,1,0
"293",0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0
"294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,3.93182563272433,3.98898404656427,0,1.09861228866811,0,0,0,2.484906649788,2,6.22636
"295",0,0,0,0.693147180559945,0,0,0,4.34380542185368,0,0,0,0,0,0.693147180559945,4.06044301054642,0,3.3322045101752,4.70048036579242,0,0.693147180559945,0,0.693147180559945,0,0,0,5.15905529921453,0,3.85014760171006,0,0,0,4.68213122712422,6,6.36008
"296",0,0,0,0,0,1.09861228866811,0,2.484906649788,0.693147180559945,0,0,0,4.49980967033027,0,0,1.09861228866811,0,0,0,0,1.6094379124341,2.70805020110221,0,0,0,0,0,0,0,0,0,2.39789527279837,3,2.28372
"297",0,0,0,0,0,0,0,0,0,0,0,8.29978317194979,0,0,4.89783979995091,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.99573227355399,5,6.91174730025167,5,13.1284
"298",0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,4.36944785246702,0,0,0,0,0,0,0,0,2.99573227355399,5.46383180502561,1.79175946922805,1.38629436111989,1,4.51085950651685,4,8.36608
"299",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1,0
"300",0,0,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,4.4188406077966,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,5.00394630594546,1,3.04452243772342,1,0
"301",0,0.693147180559945,0,0.693147180559945,0,0,0,0,5.35185813347607,4.79579054559674,0,0,0,0.693147180559945,0.693147180559945,3.36729582998647,0,0,0,1.09861228866811,0,3.98898404656427,0,0,0,0,0,0,0,0,0,4.06044301054642,1,0
"302",0,0,0,0,0,0.693147180559945,0,4.07753744390572,0,0,0,0,0.693147180559945,7.08757370555797,6.8330317327862,0,1.38629436111989,3.40119738166216,0,0,0,0,0,0,1.38629436111989,1.09861228866811,3.43398720448515,0,6.63331843328038,0,2,6.24804287450843,21,19.6679
"303",0,0,0,0.693147180559945,2.30258509299405,0,0,0,0,1.09861228866811,0,0,5.11198778835654,0,0,0,0,3.04452243772342,0.693147180559945,0,0,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,0,4.17438726989564,1,1.80545
"304",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1,0
"305",0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,2.56494935746154,1.09861228866811,0,2.56494935746154,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,3.93182563272433,0,0,0,1,3.25809653802148,1,5.0342
"306",6.4281052726846,1.09861228866811,0,0,0,2.07944154167984,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,0,0,3.80666248977032,0,0,0,1.09861228866811,0,0,0,0,0,4.76217393479776,6,9.696
"307",0,0,0.693147180559945,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,3.29583686600433,0,0,0,0,0,0,0,2.30258509299405,1,1.80545
"308",0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"309",0,7.19967834569117,0,0,0,0,0,0,0,0.693147180559945,3.17805383034795,0,0,0,4.85203026391962,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,5.57215403217776,1,0
"310",0,0,0,0,3.25809653802148,0,3.73766961828337,5.50938833662798,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,3.3322045101752,2.89037175789616,0,0.693147180559945,0,4.12713438504509,1.09861228866811,0,2.56494935746154,0,0,0,0,0,0,2,4.65956
"311",0,0,1.94591014905531,0,1.09861228866811,1.38629436111989,0,0,2.70805020110221,1.38629436111989,0,0,0,0,0,0,4.72738781871234,3.61091791264422,0,0,0,0,0.693147180559945,0,3.36729582998647,5.23644196282995,1.6094379124341,4.44265125649032,0,0.693147180559945,1,4.36944785246702,3,5.27095
"312",0,0,0,1.94591014905531,0,0,0,1.79175946922805,4.91998092582813,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0.693147180559945,3.58351893845611,0,1.6094379124341,0,0,1,3.63758615972639,2,4.04276
"313",0,0,1.6094379124341,1.38629436111989,0,0,5.66642668811243,3.52636052461616,5.31811999384422,0,3.13549421592915,3.71357206670431,0,0,4.53259949315326,0,0,5.44241771052179,0,3.98898404656427,0,0,4.00733318523247,2.56494935746154,0,4.89034912822175,0,0,0,0,1,5.30330490805908,4,13.0076
"314",0,0,0,5.04985600724954,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0.693147180559945,0,2.99573227355399,1.38629436111989,0,0,0,0.693147180559945,0,0,5.17614973257383,0,5.8805329864007,1,4.76217393479776,4,7.69165
"315",0,0,0,2.63905732961526,1.09861228866811,0,0,0.693147180559945,4.14313472639153,3.52636052461616,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,3.43398720448515,0,0,0,0,0,0,3.29583686600433,2,4.04276
"316",0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"317",0,0,0,7.24992553671799,0,0,0,0,0,0.693147180559945,4.21950770517611,3.85014760171006,3.63758615972639,0,0,0,0,1.09861228866811,0,3.76120011569356,0,0,0,0,0,0.693147180559945,0,0,2.07944154167984,7.33498187887181,1,5.65599181081985,8,11.9562
"318",0,0,3.36729582998647,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,3.91202300542815,0.693147180559945,3.09104245335832,1.09861228866811,0,0,5.18178355029209,4.14313472639153,1.38629436111989,0,0,0,4.29045944114839,2.63905732961526,0.693147180559945,0,1,4.71849887129509,3,9.88616
"319",0,0,0,0,0,0,0,0,0,0,0,0,0,5.03043792139244,1.94591014905531,0.693147180559945,0,0,0,0,2.484906649788,2.70805020110221,0,1.79175946922805,0,0,7.60589000105312,0,0,1.09861228866811,1,6.24222326545517,18,26.2611
"320",0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"321",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"322",0,2.39789527279837,3.8286413964891,0,0,2.83321334405622,0,2.63905732961526,0,4.86753445045558,0,0,0,1.09861228866811,4.07753744390572,0,2.70805020110221,5.13579843705026,0,0,0,0,3.68887945411394,1.79175946922805,1.38629436111989,7.04664727784876,0,1.09861228866811,0,0,4,5.80814248998044,10,14.9649
