"file","bf","hcm","bug","V1","V2","V3","V4","V5","loc"
"org::apache::lucene::xmlparser::CoreParser",1,7.67536,0,366,0,0,0,299,87
"org::apache::lucene::xmlparser::CorePlusExtensionsParser",0,5.87959,0,146,0,0,0,69,11
"org::apache::lucene::xmlparser::DOMUtils",1,5.48549,0,0,23,0,115,473,166
"org::apache::lucene::xmlparser::FilterBuilderFactory",1,4.12294,0,39,0,0,0,46,14
"org::apache::lucene::xmlparser::ParserException",1,3.66829,0,0,0,0,0,38,3
"org::apache::lucene::xmlparser::QueryBuilderFactory",1,4.12294,0,40,0,0,0,46,14
"org::apache::lucene::xmlparser::QueryTemplateManager",1,3.03811,0,134,0,0,108,525,50
"org::apache::regexp::RegexpTunnel",0,4.11562,0,4,5,8,5,0,4
"org::tartarus::snowball::Among",1,1.35264,0,3,15,0,56,0,18
"org::tartarus::snowball::ext::DanishStemmer",1,1.35264,0,0,587,0,7,0,345
"org::tartarus::snowball::ext::DutchStemmer",1,1.35264,0,0,1022,0,0,0,753
"org::tartarus::snowball::ext::EnglishStemmer",1,1.35264,0,0,1479,0,0,0,1131
"org::tartarus::snowball::ext::FinnishStemmer",1,1.35264,0,0,1408,0,7,0,877
"org::tartarus::snowball::ext::FrenchStemmer",1,1.35264,0,0,1885,0,2,0,1295
"org::tartarus::snowball::ext::German2Stemmer",1,1.35264,0,0,844,0,0,0,644
"org::tartarus::snowball::ext::GermanStemmer",1,1.35264,0,0,820,0,0,0,615
"org::tartarus::snowball::ext::HungarianStemmer",1,1.35264,0,0,1319,0,6,0,907
"org::tartarus::snowball::ext::ItalianStemmer",1,1.35264,0,0,1394,0,0,0,924
"org::tartarus::snowball::ext::KpStemmer",1,1.35264,0,0,2704,0,8,0,2032
"org::tartarus::snowball::ext::LovinsStemmer",1,1.35264,0,0,2698,0,0,0,1501
"org::tartarus::snowball::ext::NorwegianStemmer",1,1.35264,0,0,469,0,0,0,281
"org::tartarus::snowball::ext::PorterStemmer",1,1.35264,0,0,1062,0,0,0,788
"org::tartarus::snowball::ext::PortugueseStemmer",1,1.35264,0,0,1375,0,0,0,866
"org::tartarus::snowball::ext::RomanianStemmer",1,1.35264,0,0,1308,0,0,0,747
"org::tartarus::snowball::ext::RussianStemmer",1,1.35264,0,0,1160,0,0,0,540
"org::tartarus::snowball::ext::SpanishStemmer",1,1.35264,0,0,1494,0,0,0,919
"org::tartarus::snowball::ext::SwedishStemmer",1,1.35264,0,0,455,0,0,0,265
"org::tartarus::snowball::ext::TurkishStemmer",1,1.35264,0,0,4841,0,0,0,2864
"org::tartarus::snowball::SnowballProgram",1,1.35264,0,6,382,0,495,4,306
