"linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","codeChurnUntil.","maxCodeChurnUntil.","directory","k"
69,53,13.8,24,11,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
91,41,4.55,59,36,"mylyn","change-metrics.csv"
70,36,14,16,13,"mylyn","change-metrics.csv"
336,49,14,-11,33,"mylyn","change-metrics.csv"
55,33,5,0,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
532,90,12.9756,93,49,"mylyn","change-metrics.csv"
13,5,1.85714,0,4,"mylyn","change-metrics.csv"
120,47,6.31579,51,23,"mylyn","change-metrics.csv"
33,28,11,6,6,"mylyn","change-metrics.csv"
48,12,4,-1,5,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
319,106,8.17949,-19,22,"mylyn","change-metrics.csv"
289,223,20.6429,12,223,"mylyn","change-metrics.csv"
14,6,3.5,-7,4,"mylyn","change-metrics.csv"
44,33,4.88889,4,33,"mylyn","change-metrics.csv"
776,141,11.2464,379,115,"mylyn","change-metrics.csv"
12,6,2.4,7,4,"mylyn","change-metrics.csv"
303,248,20.2,0,248,"mylyn","change-metrics.csv"
54,10,3,3,4,"mylyn","change-metrics.csv"
15,7,3,13,7,"mylyn","change-metrics.csv"
7,7,3.5,5,5,"mylyn","change-metrics.csv"
43,20,10.75,3,2,"mylyn","change-metrics.csv"
3750,444,28.8462,740,332,"mylyn","change-metrics.csv"
6,4,1.5,0,3,"mylyn","change-metrics.csv"
200,95,6.45161,-3,95,"mylyn","change-metrics.csv"
23,7,2.55556,5,5,"mylyn","change-metrics.csv"
1033,476,73.7857,156,85,"mylyn","change-metrics.csv"
17,6,3.4,5,4,"mylyn","change-metrics.csv"
14,4,1.55556,2,3,"mylyn","change-metrics.csv"
12,4,2,1,3,"mylyn","change-metrics.csv"
157,34,4.24324,-27,9,"mylyn","change-metrics.csv"
108,75,27,30,21,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
194,75,11.4118,129,73,"mylyn","change-metrics.csv"
12,7,2.4,5,5,"mylyn","change-metrics.csv"
101,32,4.80952,11,13,"mylyn","change-metrics.csv"
11575,5980,1446.87,2501,1618,"mylyn","change-metrics.csv"
253,110,15.8125,125,98,"mylyn","change-metrics.csv"
7,4,1.75,3,3,"mylyn","change-metrics.csv"
480,208,10.9091,213,180,"mylyn","change-metrics.csv"
34,28,6.8,6,3,"mylyn","change-metrics.csv"
121,73,5.7619,69,57,"mylyn","change-metrics.csv"
37,24,5.28571,-57,7,"mylyn","change-metrics.csv"
142,138,23.6667,-12,0,"mylyn","change-metrics.csv"
9,4,1.8,6,3,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
265,90,22.0833,11,54,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
3,3,1.5,0,0,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
16,4,1.77778,2,3,"mylyn","change-metrics.csv"
5,5,2.5,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
12,6,2.4,9,6,"mylyn","change-metrics.csv"
203,43,7.25,19,13,"mylyn","change-metrics.csv"
13,4,1.85714,2,3,"mylyn","change-metrics.csv"
13,7,3.25,3,3,"mylyn","change-metrics.csv"
181,32,5.02778,-134,13,"mylyn","change-metrics.csv"
2,1,0.666667,-8,0,"mylyn","change-metrics.csv"
98,70,10.8889,-10,7,"mylyn","change-metrics.csv"
198,51,12.375,119,51,"mylyn","change-metrics.csv"
40,12,3.07692,-1,5,"mylyn","change-metrics.csv"
6,2,1,1,1,"mylyn","change-metrics.csv"
50,26,5,25,26,"mylyn","change-metrics.csv"
17,7,2.83333,-26,3,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
21,21,10.5,-30,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
258,199,25.8,201,199,"mylyn","change-metrics.csv"
56,43,7,0,43,"mylyn","change-metrics.csv"
123,96,13.6667,-8,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
47,9,3.13333,11,5,"mylyn","change-metrics.csv"
258,99,8.0625,39,49,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
10,5,1.66667,1,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
236,232,39.3333,-26,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
117,45,14.625,25,20,"mylyn","change-metrics.csv"
7,4,1.4,4,3,"mylyn","change-metrics.csv"
9,4,1.8,0,3,"mylyn","change-metrics.csv"
12,10,4,2,2,"mylyn","change-metrics.csv"
24,4,1.6,-4,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,0,0,"mylyn","change-metrics.csv"
175,41,6.48148,-7,16,"mylyn","change-metrics.csv"
30,8,2.5,8,8,"mylyn","change-metrics.csv"
18,11,3,0,3,"mylyn","change-metrics.csv"
69,16,3.83333,-84,6,"mylyn","change-metrics.csv"
19,12,3.16667,3,2,"mylyn","change-metrics.csv"
7,4,1.75,0,3,"mylyn","change-metrics.csv"
1624,201,15.9216,396,125,"mylyn","change-metrics.csv"
4,4,1.33333,3,3,"mylyn","change-metrics.csv"
60,31,8.57143,37,16,"mylyn","change-metrics.csv"
48,39,9.6,37,34,"mylyn","change-metrics.csv"
23,16,3.83333,15,14,"mylyn","change-metrics.csv"
126,34,6.63158,40,18,"mylyn","change-metrics.csv"
9,4,1.5,-2,2,"mylyn","change-metrics.csv"
41,33,5.85714,3,33,"mylyn","change-metrics.csv"
206,54,4.57778,6,39,"mylyn","change-metrics.csv"
17,6,1.88889,-34,4,"mylyn","change-metrics.csv"
10,4,1.66667,-2,3,"mylyn","change-metrics.csv"
18,8,3.6,6,3,"mylyn","change-metrics.csv"
8,4,1.6,3,3,"mylyn","change-metrics.csv"
46,38,9.2,6,38,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
23,10,3.83333,2,3,"mylyn","change-metrics.csv"
26,9,2.36364,-6,3,"mylyn","change-metrics.csv"
7,4,1.4,-4,3,"mylyn","change-metrics.csv"
108,84,15.4286,6,84,"mylyn","change-metrics.csv"
213,67,11.2105,79,42,"mylyn","change-metrics.csv"
41,11,2.92857,-3,6,"mylyn","change-metrics.csv"
41,41,13.6667,0,41,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
4,2,0.666667,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
10,10,5,-1,0,"mylyn","change-metrics.csv"
27,10,2.7,0,3,"mylyn","change-metrics.csv"
17,15,4.25,-6,0,"mylyn","change-metrics.csv"
26,5,1.73333,-1,4,"mylyn","change-metrics.csv"
66,8,3.14286,0,3,"mylyn","change-metrics.csv"
3,2,1,-2,0,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
19,10,3.8,18,9,"mylyn","change-metrics.csv"
6,5,2,0,0,"mylyn","change-metrics.csv"
24,8,2.66667,4,7,"mylyn","change-metrics.csv"
10,5,1.66667,1,4,"mylyn","change-metrics.csv"
9,4,1.28571,3,3,"mylyn","change-metrics.csv"
41,5,1.86364,-28,3,"mylyn","change-metrics.csv"
38,19,4.75,11,5,"mylyn","change-metrics.csv"
7,5,2.33333,4,4,"mylyn","change-metrics.csv"
370,202,14.8,30,202,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
95,84,11.875,1,84,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
53,27,5.3,24,14,"mylyn","change-metrics.csv"
15,9,3,10,7,"mylyn","change-metrics.csv"
26,5,2.36364,0,4,"mylyn","change-metrics.csv"
18,11,4.5,0,1,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
12,5,2,3,4,"mylyn","change-metrics.csv"
421,81,16.1923,182,81,"mylyn","change-metrics.csv"
12,4,1.71429,-13,0,"mylyn","change-metrics.csv"
209,74,19,114,55,"mylyn","change-metrics.csv"
88,32,5.5,-43,5,"mylyn","change-metrics.csv"
14,6,3.5,-7,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
32,10,4,10,8,"mylyn","change-metrics.csv"
37,9,2.3125,8,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
57,15,3.5625,15,11,"mylyn","change-metrics.csv"
29,8,2.41667,-5,6,"mylyn","change-metrics.csv"
77,21,5.92308,46,19,"mylyn","change-metrics.csv"
10,5,2,0,3,"mylyn","change-metrics.csv"
87,11,3.78261,26,8,"mylyn","change-metrics.csv"
196,36,5.15789,57,28,"mylyn","change-metrics.csv"
5,4,1.66667,2,2,"mylyn","change-metrics.csv"
121,71,15.125,106,68,"mylyn","change-metrics.csv"
15,13,3,1,2,"mylyn","change-metrics.csv"
376,92,16.3478,116,83,"mylyn","change-metrics.csv"
42,25,6,31,22,"mylyn","change-metrics.csv"
5,4,1.25,-2,3,"mylyn","change-metrics.csv"
14,10,4.66667,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,5,1.66667,4,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
261,149,13.05,81,89,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
24,12,4.8,0,2,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
17,9,5.66667,1,1,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
52,36,4.72727,3,36,"mylyn","change-metrics.csv"
146,67,11.2308,93,47,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
18,18,3.6,4,18,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
54,12,4.5,-3,2,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
38,18,4.22222,-19,17,"mylyn","change-metrics.csv"
173,69,8.2381,1,69,"mylyn","change-metrics.csv"
11,5,2.2,4,5,"mylyn","change-metrics.csv"
15,6,2.14286,-2,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
90,84,30,85,83,"mylyn","change-metrics.csv"
16,4,2,2,3,"mylyn","change-metrics.csv"
57,16,5.18182,11,6,"mylyn","change-metrics.csv"
860,302,50.5882,183,192,"mylyn","change-metrics.csv"
9,3,1.28571,2,2,"mylyn","change-metrics.csv"
28,10,2.33333,2,6,"mylyn","change-metrics.csv"
2,2,0.666667,0,0,"mylyn","change-metrics.csv"
47,47,15.6667,0,47,"mylyn","change-metrics.csv"
82,47,5.125,11,40,"mylyn","change-metrics.csv"
1274,89,10.9828,119,70,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
10,4,2,3,3,"mylyn","change-metrics.csv"
9,5,1.8,1,4,"mylyn","change-metrics.csv"
120,70,15,64,36,"mylyn","change-metrics.csv"
62,23,7.75,35,15,"mylyn","change-metrics.csv"
25,7,2.27273,4,3,"mylyn","change-metrics.csv"
10,6,3.33333,9,5,"mylyn","change-metrics.csv"
194,97,11.4118,20,97,"mylyn","change-metrics.csv"
17,11,4.25,-2,2,"mylyn","change-metrics.csv"
12,4,1.5,-5,2,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1036,104,8.8547,-19,64,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
23,5,1.91667,5,4,"mylyn","change-metrics.csv"
66,56,9.42857,6,56,"mylyn","change-metrics.csv"
164,37,5.46667,-16,18,"mylyn","change-metrics.csv"
201,106,10.5789,38,106,"mylyn","change-metrics.csv"
2,1,0.666667,0,0,"mylyn","change-metrics.csv"
263,237,29.2222,2,237,"mylyn","change-metrics.csv"
44,10,3.14286,8,8,"mylyn","change-metrics.csv"
57,40,11.4,41,27,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
52,43,8.66667,-7,43,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
6,4,1.5,4,4,"mylyn","change-metrics.csv"
14,4,1.4,-36,3,"mylyn","change-metrics.csv"
27,11,2.45455,-62,3,"mylyn","change-metrics.csv"
8,4,1.33333,-1,3,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
65,12,2.6,13,11,"mylyn","change-metrics.csv"
55,8,2.5,-1,2,"mylyn","change-metrics.csv"
1,1,0.5,-1,0,"mylyn","change-metrics.csv"
6,4,2,-4,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
23,6,2.09091,3,3,"mylyn","change-metrics.csv"
97,14,3.03125,13,10,"mylyn","change-metrics.csv"
118,39,14.75,26,16,"mylyn","change-metrics.csv"
14,7,2.33333,10,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
22,16,4.4,17,14,"mylyn","change-metrics.csv"
32,5,2,2,3,"mylyn","change-metrics.csv"
16,7,3.2,4,3,"mylyn","change-metrics.csv"
71,14,4.17647,26,10,"mylyn","change-metrics.csv"
186,110,10.9412,1,110,"mylyn","change-metrics.csv"
385,136,16.0417,164,135,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
11,4,1.83333,1,3,"mylyn","change-metrics.csv"
17,4,2.125,3,3,"mylyn","change-metrics.csv"
25,12,5,4,2,"mylyn","change-metrics.csv"
14,4,1.75,5,3,"mylyn","change-metrics.csv"
185,56,7.70833,50,27,"mylyn","change-metrics.csv"
43,42,14.3333,42,42,"mylyn","change-metrics.csv"
164,38,7.80952,27,15,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
7,4,1.4,3,3,"mylyn","change-metrics.csv"
8,4,2,0,3,"mylyn","change-metrics.csv"
266,108,7.82353,-179,27,"mylyn","change-metrics.csv"
7,7,3.5,6,6,"mylyn","change-metrics.csv"
7,4,1.4,-63,3,"mylyn","change-metrics.csv"
20,12,5,-1,1,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
70,15,6.36364,29,10,"mylyn","change-metrics.csv"
9,5,1.5,1,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
41,12,2.5625,13,7,"mylyn","change-metrics.csv"
4,4,1.33333,2,3,"mylyn","change-metrics.csv"
282,56,6,55,15,"mylyn","change-metrics.csv"
136,60,10.4615,110,59,"mylyn","change-metrics.csv"
8,4,1.6,0,3,"mylyn","change-metrics.csv"
6,5,2,4,4,"mylyn","change-metrics.csv"
13,4,1.85714,5,3,"mylyn","change-metrics.csv"
82,64,16.4,50,51,"mylyn","change-metrics.csv"
10,10,5,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
118,39,10.7273,-19,32,"mylyn","change-metrics.csv"
53,37,5.3,1,37,"mylyn","change-metrics.csv"
12,7,4,4,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
67,13,4.46667,-27,11,"mylyn","change-metrics.csv"
589,175,14.0238,69,104,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
491,149,30.6875,293,113,"mylyn","change-metrics.csv"
101,34,6.73333,2,6,"mylyn","change-metrics.csv"
6,5,2,5,4,"mylyn","change-metrics.csv"
39,28,7.8,31,27,"mylyn","change-metrics.csv"
38,13,3.8,11,5,"mylyn","change-metrics.csv"
43,20,6.14286,12,20,"mylyn","change-metrics.csv"
14,4,2,1,3,"mylyn","change-metrics.csv"
249,127,20.75,167,124,"mylyn","change-metrics.csv"
33,12,4.125,11,4,"mylyn","change-metrics.csv"
440,161,18.3333,113,31,"mylyn","change-metrics.csv"
563,140,33.1176,232,77,"mylyn","change-metrics.csv"
16,5,1.45455,2,4,"mylyn","change-metrics.csv"
25,9,5,17,8,"mylyn","change-metrics.csv"
257,95,12.2381,43,19,"mylyn","change-metrics.csv"
9,5,2.25,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
566,148,11.7917,45,27,"mylyn","change-metrics.csv"
28,10,2.54545,3,5,"mylyn","change-metrics.csv"
6,4,2,5,3,"mylyn","change-metrics.csv"
9,4,1.8,-4,3,"mylyn","change-metrics.csv"
6,5,1.2,2,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1052,174,12.9877,203,153,"mylyn","change-metrics.csv"
56,12,3.5,-10,3,"mylyn","change-metrics.csv"
155,54,17.2222,110,53,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
23,14,3.28571,-8,3,"mylyn","change-metrics.csv"
43,18,7.16667,13,13,"mylyn","change-metrics.csv"
299,263,33.2222,-63,7,"mylyn","change-metrics.csv"
83,17,5.53333,6,2,"mylyn","change-metrics.csv"
11,11,5.5,11,11,"mylyn","change-metrics.csv"
323,319,53.8333,-31,0,"mylyn","change-metrics.csv"
217,178,24.1111,-17,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
10,10,5,5,5,"mylyn","change-metrics.csv"
55,43,7.85714,8,43,"mylyn","change-metrics.csv"
32,15,8,1,1,"mylyn","change-metrics.csv"
24,20,6,17,18,"mylyn","change-metrics.csv"
36,12,4.5,14,12,"mylyn","change-metrics.csv"
6,3,1.2,2,1,"mylyn","change-metrics.csv"
132,51,11,49,47,"mylyn","change-metrics.csv"
90,32,5.29412,33,32,"mylyn","change-metrics.csv"
15,5,1.875,4,3,"mylyn","change-metrics.csv"
13,12,4.33333,6,6,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,4,2,4,3,"mylyn","change-metrics.csv"
188,50,8.17391,77,32,"mylyn","change-metrics.csv"
6,5,2,4,4,"mylyn","change-metrics.csv"
194,80,13.8571,46,77,"mylyn","change-metrics.csv"
2,2,1,2,2,"mylyn","change-metrics.csv"
14,5,2,3,3,"mylyn","change-metrics.csv"
303,78,8.18919,-61,24,"mylyn","change-metrics.csv"
690,267,15.6818,245,119,"mylyn","change-metrics.csv"
40,12,4,-17,7,"mylyn","change-metrics.csv"
86,43,10.75,73,42,"mylyn","change-metrics.csv"
582,313,16.6286,364,232,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
63,33,7,-7,8,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
30,17,4.28571,5,3,"mylyn","change-metrics.csv"
16,5,2.28571,1,3,"mylyn","change-metrics.csv"
36,16,6,-168,7,"mylyn","change-metrics.csv"
31,22,5.16667,8,7,"mylyn","change-metrics.csv"
586,176,18.3125,159,68,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
11,7,1.83333,0,3,"mylyn","change-metrics.csv"
0,0,0,-1,0,"mylyn","change-metrics.csv"
26,11,3.71429,21,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
10,10,5,5,5,"mylyn","change-metrics.csv"
727,156,9.9589,155,156,"mylyn","change-metrics.csv"
568,72,9.01587,108,61,"mylyn","change-metrics.csv"
37,8,3.08333,13,8,"mylyn","change-metrics.csv"
191,49,6.16129,-289,12,"mylyn","change-metrics.csv"
37,7,2.17647,11,5,"mylyn","change-metrics.csv"
79,33,4.15789,-100,6,"mylyn","change-metrics.csv"
43,12,4.3,18,12,"mylyn","change-metrics.csv"
8,4,1.6,3,3,"mylyn","change-metrics.csv"
373,47,10.0811,97,47,"mylyn","change-metrics.csv"
62,27,10.3333,32,20,"mylyn","change-metrics.csv"
88,44,14.6667,24,16,"mylyn","change-metrics.csv"
13,4,1.625,1,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
125,124,41.6667,30,30,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
38,10,4.75,2,5,"mylyn","change-metrics.csv"
32,24,8,-31,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
64,45,6.4,3,45,"mylyn","change-metrics.csv"
34,13,3.09091,-9,3,"mylyn","change-metrics.csv"
11,6,2.75,1,5,"mylyn","change-metrics.csv"
18,6,3,2,1,"mylyn","change-metrics.csv"
281,205,56.2,82,74,"mylyn","change-metrics.csv"
106,57,6.23529,34,51,"mylyn","change-metrics.csv"
155,69,15.5,16,11,"mylyn","change-metrics.csv"
223,195,24.7778,-25,7,"mylyn","change-metrics.csv"
95,56,7.30769,-45,24,"mylyn","change-metrics.csv"
81,34,5.0625,25,10,"mylyn","change-metrics.csv"
139,56,11.5833,83,36,"mylyn","change-metrics.csv"
305,31,7.625,143,31,"mylyn","change-metrics.csv"
19,13,4.75,4,4,"mylyn","change-metrics.csv"
24,15,3.42857,-3,1,"mylyn","change-metrics.csv"
66,21,7.33333,3,14,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
27,10,2.45455,-2,8,"mylyn","change-metrics.csv"
65,17,5,-4,15,"mylyn","change-metrics.csv"
624,58,10.4,175,57,"mylyn","change-metrics.csv"
95,23,4.52381,42,20,"mylyn","change-metrics.csv"
7,4,1.75,3,3,"mylyn","change-metrics.csv"
14,8,4.66667,1,5,"mylyn","change-metrics.csv"
10,5,2,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
31,9,2.81818,-3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
400,127,11.1111,73,127,"mylyn","change-metrics.csv"
15,7,3,1,3,"mylyn","change-metrics.csv"
7,5,2.33333,0,0,"mylyn","change-metrics.csv"
5,5,1.66667,4,4,"mylyn","change-metrics.csv"
24,4,2.18182,-1,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
64,23,4,8,6,"mylyn","change-metrics.csv"
14,4,1.55556,3,3,"mylyn","change-metrics.csv"
10,7,2.5,2,2,"mylyn","change-metrics.csv"
18,7,2.57143,7,3,"mylyn","change-metrics.csv"
7,4,1.75,3,3,"mylyn","change-metrics.csv"
100,72,11.1111,-8,7,"mylyn","change-metrics.csv"
6,5,2,1,1,"mylyn","change-metrics.csv"
79,13,5.26667,0,12,"mylyn","change-metrics.csv"
19,8,2.71429,3,3,"mylyn","change-metrics.csv"
575,120,14.0244,156,110,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
15,4,1.875,-2,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
12,4,2,3,3,"mylyn","change-metrics.csv"
1756,302,16.4112,464,249,"mylyn","change-metrics.csv"
597,446,28.4286,-113,446,"mylyn","change-metrics.csv"
69,49,6.9,-12,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
23,18,4.6,-119,1,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
40,9,2.5,15,4,"mylyn","change-metrics.csv"
46,30,5.75,-11,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
44,35,7.33333,36,35,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
9,4,2.25,7,4,"mylyn","change-metrics.csv"
12,11,4,11,11,"mylyn","change-metrics.csv"
22,5,2.44444,3,5,"mylyn","change-metrics.csv"
16,11,4,-2,11,"mylyn","change-metrics.csv"
7,4,1.4,3,3,"mylyn","change-metrics.csv"
24,4,2,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1,1,0.333333,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
39,7,1.95,4,6,"mylyn","change-metrics.csv"
65,16,2.82609,-17,10,"mylyn","change-metrics.csv"
0,0,0,-1,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
7,4,1.4,0,0,"mylyn","change-metrics.csv"
65,19,5.90909,-26,13,"mylyn","change-metrics.csv"
74,24,6.72727,32,12,"mylyn","change-metrics.csv"
68,68,34,-19,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
111,86,10.0909,11,10,"mylyn","change-metrics.csv"
87,23,8.7,-2,3,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
34,5,2.26667,4,3,"mylyn","change-metrics.csv"
29,20,7.25,26,18,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
9,4,1.5,3,3,"mylyn","change-metrics.csv"
16,5,1.77778,6,4,"mylyn","change-metrics.csv"
81,20,3.24,14,5,"mylyn","change-metrics.csv"
31,22,6.2,22,22,"mylyn","change-metrics.csv"
6,5,1.2,2,3,"mylyn","change-metrics.csv"
65,15,5.90909,32,11,"mylyn","change-metrics.csv"
23,4,1.76923,5,3,"mylyn","change-metrics.csv"
16,8,2.28571,-22,8,"mylyn","change-metrics.csv"
717,303,25.6071,535,288,"mylyn","change-metrics.csv"
6,2,1,1,1,"mylyn","change-metrics.csv"
1157,294,18.3651,98,103,"mylyn","change-metrics.csv"
97,69,10.7778,-6,7,"mylyn","change-metrics.csv"
3,3,1.5,3,3,"mylyn","change-metrics.csv"
18,18,6,16,18,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
52,37,7.42857,1,4,"mylyn","change-metrics.csv"
163,45,6.52,-21,35,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
117,29,5.85,52,20,"mylyn","change-metrics.csv"
92,17,4.6,-12,3,"mylyn","change-metrics.csv"
22,18,4.4,2,2,"mylyn","change-metrics.csv"
141,43,7.42105,38,17,"mylyn","change-metrics.csv"
22,14,4.4,-2,0,"mylyn","change-metrics.csv"
22,16,4.4,2,3,"mylyn","change-metrics.csv"
485,143,19.4,362,143,"mylyn","change-metrics.csv"
17,14,5.66667,2,2,"mylyn","change-metrics.csv"
83,79,16.6,3,3,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
7,5,1.75,4,4,"mylyn","change-metrics.csv"
